Architecture,MemorySizeMb,MinutesSinceLastCall,EndToEndRequestDurationMs,IsColdStart,RequestFailed
arm64,256,8.95842393,1030.9626,True,False
arm64,512,8.959467286666667,777.1264,True,False
arm64,1024,8.96180225,510.1506,True,False
arm64,2048,8.961319838333333,467.2467,True,False
arm64,3008,8.961063401666667,443.8769,True,False
x64,128,9.850125255,1565.8209,True,False
x64,256,9.850030391666667,929.9662,True,False
x64,512,9.850737635,626.6322,True,False
x64,1024,9.849172475,459.578,True,False
x64,2048,9.848716548333334,475.2346,True,False
x64,3008,9.848773538333333,445.9295,True,False
arm64,128,9.848846661666666,1656.5299,True,False
arm64,256,9.848752698333334,982.3754,True,False
arm64,512,9.848193803333332,672.8628,True,False
arm64,1024,9.846541265,517.2695,True,False
arm64,2048,9.846821476666667,442.5029,True,False
arm64,3008,9.846400023333333,448.6076,True,False
x64,128,10.849702045,1615.7234,True,False
x64,256,10.850478455,943.391,True,False
x64,512,10.850487096666667,617.1986,True,False
x64,1024,10.850359568333333,463.4715,True,False
x64,2048,10.85027755,490.0705,True,False
x64,3008,10.850309348333333,445.0859,True,False
arm64,128,10.850359276666667,1644.6053,True,False
arm64,256,10.850246468333333,1002.3714,True,False
arm64,512,10.85045865,680.3725,True,False
arm64,1024,10.85047342,515.5089,True,False
arm64,2048,10.85023462,488.2167,True,False
arm64,3008,10.850979773333334,445.5539,True,False
x64,128,11.849176806666666,1545.468,True,False
x64,256,11.847999135,906.6572,True,False
x64,512,11.847545873333333,632.1424,True,False
x64,1024,11.84771816,508.1437,True,False
x64,2048,11.848475643333334,458.2381,True,False
x64,3008,11.848112098333333,416.0253,True,False
arm64,128,11.847714096666667,1661.4421,True,False
arm64,256,11.847927835,991.1879,True,False
arm64,512,11.847840253333333,662.3917,True,False
arm64,1024,11.847606253333334,559.9394,True,False
arm64,2048,11.848356786666667,468.3579,True,False
arm64,3008,11.848121415,442.7035,True,False
x64,128,12.848584305,1593.2154,True,False
x64,256,12.849355298333334,932.1518,True,False
x64,512,12.849644223333334,672.264,True,False
x64,1024,12.85047658,502.2722,True,False
x64,2048,12.85040803,511.6439,True,False
x64,3008,12.851087358333332,432.6307,True,False
arm64,128,12.851260378333333,1604.6069,True,False
arm64,256,12.850499461666667,1031.0094,True,False
arm64,512,12.851071913333334,702.9417,True,False
arm64,1024,12.851722555,539.215,True,False
arm64,2048,12.851591933333333,519.5504,True,False
arm64,3008,12.852339136666666,442.4492,True,False
x64,128,13.850461375,1484.2445,True,False
x64,256,13.84874757,935.9612,True,False
x64,512,13.84895518,618.7723,True,False
x64,1024,13.848100888333333,519.0541,True,False
x64,2048,13.848337461666667,465.063,True,False
x64,3008,13.847735288333332,453.1188,True,False
arm64,128,13.848153415,1649.1802,True,False
arm64,256,13.848749273333333,969.9634,True,False
arm64,512,13.84781947,681.3407,True,False
arm64,1024,13.847367075,554.9303,True,False
arm64,2048,13.847538045,456.9825,True,False
arm64,3008,13.846642835,464.4844,True,False
x64,128,0.97973364,69.3136,False,False
x64,256,0.9558125333333334,54.8993,False,False
x64,512,0.941808255,52.4699,False,False
x64,1024,0.9316310566666667,60.0152,False,False
x64,2048,0.9241650616666667,68.9426,False,False
x64,3008,0.9176348083333333,54.2426,False,False
arm64,128,0.9109763816666666,86.8795,False,False
arm64,256,0.8866467883333333,60.1024,False,False
arm64,512,0.8706290983333334,54.2198,False,False
arm64,1024,0.8589019216666667,61.0885,False,False
arm64,2048,0.8510457166666666,50.025,False,False
arm64,3008,0.8441947716666667,65.7974,False,False
x64,128,1.1693755966666666,47.5882,False,False
x64,256,1.1688159666666667,56.1341,False,False
x64,512,1.1688963633333334,49.5414,False,False
x64,1024,1.16883801,54.583,False,False
x64,2048,1.1688050366666667,53.6139,False,False
x64,3008,1.1685758983333334,62.6659,False,False
arm64,128,1.1689788383333333,66.128,False,False
arm64,256,1.168868575,52.0461,False,False
arm64,512,1.1685793133333333,70.3391,False,False
arm64,1024,1.1687196483333333,59.7338,False,False
arm64,2048,1.1686016366666667,70.8756,False,False
arm64,3008,1.16901105,55.1139,False,False
x64,128,1.67052698,54.3104,False,False
x64,256,1.6708828883333333,61.3842,False,False
x64,512,1.671081415,60.225,False,False
x64,1024,1.671292565,56.4801,False,False
x64,2048,1.6713265833333333,62.2835,False,False
x64,3008,1.6715095033333334,49.3877,False,False
arm64,128,1.6712714116666667,59.1509,False,False
arm64,256,1.6710763766666668,49.145,False,False
arm64,512,1.67121643,55.4866,False,False
arm64,1024,1.671053575,61.8185,False,False
arm64,2048,1.6711612066666666,60.6078,False,False
arm64,3008,1.67092312,49.3606,False,False
x64,128,2.1739769383333334,56.5883,False,False
x64,256,2.173841501666667,70.7683,False,False
x64,512,2.1739521883333333,64.9025,False,False
x64,1024,2.174021715,52.0237,False,False
x64,2048,2.1739795016666665,50.392,False,False
x64,3008,2.173643875,57.8757,False,False
arm64,128,2.1736603766666667,166.2129,False,False
arm64,256,2.175536435,67.5474,False,False
arm64,512,2.175713731666667,70.5849,False,False
arm64,1024,2.1759744316666665,61.1813,False,False
arm64,2048,2.17579726,51.7298,False,False
arm64,3008,2.1757875883333333,57.9461,False,False
x64,128,2.6735758916666668,204.5272,False,False
x64,256,2.67606958,108.9191,False,False
x64,512,2.676589095,60.8793,False,False
x64,1024,2.676728345,58.8041,False,False
x64,2048,2.6767871766666667,53.6341,False,False
x64,3008,2.6768845766666667,61.1679,False,False
arm64,128,2.6768936083333332,74.3384,False,False
arm64,256,2.6753731683333335,63.6328,False,False
arm64,512,2.67532478,57.6621,False,False
arm64,1024,2.675189366666667,49.3929,False,False
arm64,2048,2.67503318,66.6043,False,False
arm64,3008,2.6753244433333334,61.6353,False,False
x64,128,3.679955453333333,68.8332,False,False
x64,256,3.6777085566666665,74.7006,False,False
x64,512,3.67726672,73.5093,False,False
x64,1024,3.6774224166666665,75.8579,False,False
x64,2048,3.6775430633333333,74.4465,False,False
x64,3008,3.6779395666666668,63.0259,False,False
arm64,128,3.6779130633333335,354.8089,False,False
arm64,256,3.6824926183333333,55.396,False,False
arm64,512,3.68235868,87.4676,False,False
arm64,1024,3.6827104383333333,67.3112,False,False
arm64,2048,3.68309854,58.7543,False,False
arm64,3008,3.6827716116666664,68.0374,False,False
x64,128,4.679287435,152.0329,False,False
x64,256,4.680626678333334,90.6843,False,False
x64,512,4.68091895,92.833,False,False
x64,1024,4.681055025,58.0939,False,False
x64,2048,4.68080663,70.7262,False,False
x64,3008,4.680744345,68.1607,False,False
arm64,128,4.680870226666666,56.2235,False,False
arm64,256,4.675906365,55.6074,False,False
arm64,512,4.6759714783333335,55.9844,False,False
arm64,1024,4.67557822,50.1192,False,False
arm64,2048,4.675321798333333,65.9737,False,False
arm64,3008,4.675486143333333,64.4549,False,False
x64,128,20.849509558333335,1533.401,True,False
x64,256,20.84980335,885.5437,True,False
x64,512,20.848780323333333,636.4409,True,False
x64,1024,20.848418458333335,499.4629,True,False
x64,2048,20.848050898333334,455.3197,True,False
x64,3008,20.848462748333333,453.1267,True,False
arm64,128,20.848708491666667,1634.315,True,False
arm64,256,20.849436945,982.1387,True,False
arm64,512,20.848838376666667,684.6585,True,False
arm64,1024,20.849095466666668,552.6807,True,False
arm64,2048,20.849499968333333,468.0091,True,False
arm64,3008,20.848975076666665,451.0385,True,False
x64,128,40.84960058666667,1529.1503,True,False
x64,256,40.84946214666667,931.7936,True,False
x64,512,40.85004873,652.6494,True,False
x64,1024,40.85014517333333,502.859,True,False
x64,2048,40.85027073166667,492.0689,True,False
x64,3008,40.850852495,435.3834,True,False
arm64,128,40.85056683166667,1597.2061,True,False
arm64,256,40.850002665,1085.0872,True,False
arm64,512,40.85186128833333,692.026,True,False
arm64,1024,40.85197947333333,607.9544,True,False
arm64,2048,40.852980943333336,472.3434,True,False
arm64,3008,40.85322526666667,451.0177,True,False
x64,128,7.845556516666667,1505.362,True,False
x64,256,7.845017781666667,945.3429,True,False
x64,512,7.845385693333333,615.5643,True,False
x64,1024,7.845218811666666,498.3069,True,False
x64,2048,7.845404368333333,456.4206,True,False
x64,3008,7.84463392,417.699,True,False
arm64,128,7.844173766666667,1623.9139,True,False
arm64,256,7.845634743333333,1049.5342,True,False
arm64,512,7.846690535,685.9301,True,False
arm64,1024,7.846399075,525.4004,True,False
arm64,2048,7.846360896666667,472.8558,True,False
arm64,3008,7.846780495,416.0663,True,False
x64,128,7.844732018333334,1526.0466,True,False
x64,256,7.84518003,899.9797,True,False
x64,512,7.844549968333333,631.9442,True,False
x64,1024,7.845039535,489.3977,True,False
x64,2048,7.845015396666667,478.8227,True,False
x64,3008,7.845539051666667,462.72,True,False
arm64,128,7.846396045,1460.4508,True,False
arm64,256,7.843786021666666,1044.9412,True,False
arm64,512,7.843815526666667,708.235,True,False
arm64,1024,7.84436909,504.578,True,False
arm64,2048,7.844271021666667,470.967,True,False
arm64,3008,7.844234966666667,475.2297,True,False
x64,128,7.845766723333333,1518.4191,True,False
x64,256,7.845651096666667,907.4039,True,False
x64,512,7.845745798333334,610.7701,True,False
x64,1024,7.845344075,502.0728,True,False
x64,2048,7.845599951666666,462.345,True,False
x64,3008,7.845184066666667,489.2641,True,False
arm64,128,7.845718121666667,1655.9244,True,False
arm64,256,7.848812883333333,1001.4886,True,False
arm64,512,7.8480607183333335,666.2947,True,False
arm64,1024,7.847477415,523.4631,True,False
arm64,2048,7.847733786666667,486.5263,True,False
arm64,3008,7.84795497,437.5098,True,False
x64,128,7.847737413333333,1565.8599,True,False
x64,256,7.848444731666667,912.3073,True,False
x64,512,7.848437906666667,631.0049,True,False
x64,1024,7.8488178783333336,492.7632,True,False
x64,2048,7.848668766666667,428.8913,True,False
x64,3008,7.848189166666667,409.6081,True,False
arm64,128,7.846876213333333,1690.0465,True,False
arm64,256,7.847450626666666,1004.0034,True,False
arm64,512,7.847346891666667,646.0647,True,False
arm64,1024,7.84681396,526.291,True,False
arm64,2048,7.84691341,438.3469,True,False
arm64,3008,7.846308181666667,429.7027,True,False
x64,128,7.846862568333333,1598.7284,True,False
x64,256,7.84756454,914.2831,True,False
x64,512,7.847626815,617.0474,True,False
x64,1024,7.847323443333333,494.3539,True,False
x64,2048,7.847413961666667,480.7964,True,False
x64,3008,7.848385856666667,448.0393,True,False
arm64,128,7.849064148333333,1606.8905,True,False
arm64,256,7.847802908333334,972.5344,True,False
arm64,512,7.8474609016666665,659.1956,True,False
arm64,1024,7.84770689,514.6504,True,False
arm64,2048,7.84753417,490.8729,True,False
arm64,3008,7.848398305,438.4002,True,False
x64,128,7.846488783333333,1524.979,True,False
x64,256,7.845114565,894.8295,True,False
x64,512,7.84483619,657.5729,True,False
x64,1024,7.8453661,475.5475,True,False
x64,2048,7.844937548333333,450.2327,True,False
x64,3008,7.844432591666667,431.7606,True,False
arm64,128,7.844049715,1627.6294,True,False
arm64,256,7.844266536666667,950.1429,True,False
arm64,512,7.84391934,650.6968,True,False
arm64,1024,7.843871083333333,666.0283,True,False
arm64,2048,7.8463110616666665,467.0033,True,False
arm64,3008,7.845939745,436.0309,True,False
x64,128,7.847481496666667,1517.7823,True,False
x64,256,7.84746632,886.7142,True,False
x64,512,7.84740771,603.819,True,False
x64,1024,7.846708288333334,478.9516,True,False
x64,2048,7.846817668333333,423.7446,True,False
x64,3008,7.8463698016666665,411.2294,True,False
arm64,128,7.846014926666666,1627.2938,True,False
arm64,256,7.8459458883333335,945.0386,True,False
arm64,512,7.845884845,699.2061,True,False
arm64,1024,7.8466870916666664,507.3667,True,False
arm64,2048,7.844064193333334,453.8447,True,False
arm64,3008,7.84386772,442.3978,True,False
x64,128,7.84335126,1575.3208,True,False
x64,256,7.84432375,893.7534,True,False
x64,512,7.844514836666667,609.4896,True,False
x64,1024,7.844547175,480.5923,True,False
x64,2048,7.844569206666667,443.583,True,False
x64,3008,7.844909933333334,422.2495,True,False
arm64,128,7.8450759,1619.3938,True,False
arm64,256,7.844929285,959.1706,True,False
arm64,512,7.845144433333333,646.2424,True,False
arm64,1024,7.844275241666667,504.6,True,False
arm64,2048,7.844219056666667,454.1872,True,False
arm64,3008,7.844149443333333,459.8881,True,False
x64,128,7.844401698333333,1522.8913,True,False
x64,256,7.84337382,911.1129,True,False
x64,512,7.843474503333334,684.1457,True,False
x64,1024,7.84464827,505.2201,True,False
x64,2048,7.84499475,460.2763,True,False
x64,3008,7.845160208333334,414.2249,True,False
arm64,128,7.845088881666666,1605.6495,True,False
arm64,256,7.845057615,978.0772,True,False
arm64,512,7.8451758966666665,718.1511,True,False
arm64,1024,7.846430441666667,536.3381,True,False
arm64,2048,7.846808695,464.2895,True,False
arm64,3008,7.846981128333334,479.8249,True,False
x64,128,7.8464040383333336,1515.3076,True,False
x64,256,7.846427411666666,905.1678,True,False
x64,512,7.846470478333333,662.0821,True,False
x64,1024,7.8462397883333335,485.6387,True,False
x64,2048,7.846025623333333,449.3143,True,False
x64,3008,7.8457697233333334,415.6277,True,False
arm64,128,7.84568558,1663.0358,True,False
arm64,256,7.846602081666667,1066.6224,True,False
arm64,512,7.848145743333333,689.1804,True,False
arm64,1024,7.847598725,569.0637,True,False
arm64,2048,7.848200333333334,462.98,True,False
arm64,3008,7.848076946666667,445.0256,True,False
x64,128,7.848295711666666,1466.3386,True,False
x64,256,7.847344826666666,928.0767,True,False
x64,512,7.847594046666667,659.0364,True,False
x64,1024,7.84757158,525.8747,True,False
x64,2048,7.84819389,436.4965,True,False
x64,3008,7.847925186666667,412.9633,True,False
arm64,128,7.848011263333333,1650.3152,True,False
arm64,256,7.84765142,997.4599,True,False
arm64,512,7.846624436666667,696.2044,True,False
arm64,1024,7.846790768333333,502.2503,True,False
arm64,2048,7.8456215,461.2483,True,False
arm64,3008,7.845609476666667,414.9045,True,False
x64,128,7.844443693333333,1529.0821,True,False
x64,256,7.845643501666666,884.1057,True,False
x64,512,7.845011878333334,598.9411,True,False
x64,1024,7.8438241416666665,482.1334,True,False
x64,2048,7.843151813333334,419.0641,True,False
x64,3008,7.842956471666667,442.0095,True,False
arm64,128,7.843439163333334,1644.5373,True,False
arm64,256,7.843345871666667,1118.2571,True,False
arm64,512,7.845132453333333,681.9485,True,False
arm64,1024,7.8448113,537.4008,True,False
arm64,2048,7.845638188333333,465.6615,True,False
arm64,3008,7.845773833333333,466.1702,True,False
x64,128,7.847796641666666,1536.0428,True,False
x64,256,7.847833763333333,955.6493,True,False
x64,512,7.848956238333333,608.2838,True,False
x64,1024,7.849229038333333,509.1533,True,False
x64,2048,7.849665403333334,428.702,True,False
x64,3008,7.849745605,432.0442,True,False
arm64,128,7.84964657,1589.3335,True,False
arm64,256,7.848888661666667,938.5987,True,False
arm64,512,7.8459661983333335,667.6525,True,False
arm64,1024,7.8458536683333335,506.6844,True,False
arm64,2048,7.845146045,477.4958,True,False
arm64,3008,7.845434743333334,447.7683,True,False
x64,128,7.845187095,1511.6596,True,False
x64,256,7.844875423333334,933.9014,True,False
x64,512,7.844600168333334,564.2184,True,False
x64,1024,7.843836536666666,489.5794,True,False
x64,2048,7.8435005916666665,480.4289,True,False
x64,3008,7.844421256666666,416.469,True,False
arm64,128,7.844115181666667,1598.0911,True,False
arm64,256,7.84424948,967.0471,True,False
arm64,512,7.8446682716666665,645.234,True,False
arm64,1024,7.844280031666667,491.4242,True,False
arm64,2048,7.844025998333334,459.6815,True,False
arm64,3008,7.84358868,466.0461,True,False
x64,128,7.845242615,1500.921,True,False
x64,256,7.844996246666667,896.798,True,False
x64,512,7.844277596666666,620.9477,True,False
x64,1024,7.845229733333333,483.4269,True,False
x64,2048,7.845073191666667,446.5205,True,False
x64,3008,7.84460123,466.0502,True,False
arm64,128,7.845383005,1563.7143,True,False
arm64,256,7.84467084,1014.4593,True,False
arm64,512,7.845599505,722.902,True,False
arm64,1024,7.8468384533333335,519.7953,True,False
arm64,2048,7.847423685,458.8211,True,False
arm64,3008,7.84736394,448.8328,True,False
x64,128,7.846023473333333,1554.9124,True,False
x64,256,7.846862621666666,925.6835,True,False
x64,512,7.847431355,585.7281,True,False
x64,1024,7.846824876666667,519.5582,True,False
x64,2048,7.847507061666667,437.6856,True,False
x64,3008,7.84736128,418.9039,True,False
arm64,128,7.846694783333334,1760.6302,True,False
arm64,256,7.849999075,1033.3697,True,False
arm64,512,7.85034255,667.0216,True,False
arm64,1024,7.849449065,506.7586,True,False
arm64,2048,7.849192725,469.0345,True,False
arm64,3008,7.84954748,424.6668,True,False
x64,128,7.848475521666667,1452.0678,True,False
x64,256,7.846723725,911.8331,True,False
x64,512,7.846535056666666,654.186,True,False
x64,1024,7.847611626666667,483.5937,True,False
x64,2048,7.846844493333333,431.63,True,False
x64,3008,7.846767355,425.5872,True,False
arm64,128,7.846790745,1566.8215,True,False
arm64,256,7.843749593333333,1004.9503,True,False
arm64,512,7.843125668333333,644.0694,True,False
arm64,1024,7.84261558,538.329,True,False
arm64,2048,7.843108526666667,462.2313,True,False
arm64,3008,7.842774695,439.6883,True,False
x64,128,7.843468133333333,1576.606,True,False
x64,256,7.845487171666667,855.194,True,False
x64,512,7.844438395,640.7104,True,False
x64,1024,7.844215238333334,488.2491,True,False
x64,2048,7.844310205,424.67,True,False
x64,3008,7.844089613333334,421.7878,True,False
arm64,128,7.844038626666666,1534.2519,True,False
arm64,256,7.843489966666667,1008.1275,True,False
arm64,512,7.843704658333333,620.3819,True,False
arm64,1024,7.843383726666667,501.2171,True,False
arm64,2048,7.8427297,487.9521,True,False
arm64,3008,7.843235786666667,439.408,True,False
x64,128,7.842559961666667,1492.5943,True,False
x64,256,7.841247363333333,860.1588,True,False
x64,512,7.841265391666667,598.4525,True,False
x64,1024,7.840745765,476.2188,True,False
x64,2048,7.840574148333333,439.8737,True,False
x64,3008,7.84093665,417.1927,True,False
arm64,128,7.840799483333333,1609.147,True,False
arm64,256,7.841992355,955.4269,True,False
arm64,512,7.841142398333333,623.4823,True,False
arm64,1024,7.841067435,509.5959,True,False
arm64,2048,7.841310251666667,456.9299,True,False
arm64,3008,7.840770376666667,429.7168,True,False
x64,128,7.84284747,1515.4624,True,False
x64,256,7.843305741666667,958.2709,True,False
x64,512,7.84495909,603.3949,True,False
x64,1024,7.844848053333333,508.8166,True,False
x64,2048,7.84537253,439.4395,True,False
x64,3008,7.845177048333333,431.244,True,False
arm64,128,7.845540686666666,1634.0158,True,False
arm64,256,7.845879683333333,964.2518,True,False
arm64,512,7.84596139,670.4426,True,False
arm64,1024,7.846929696666667,559.5221,True,False
arm64,2048,7.847726178333334,442.2394,True,False
arm64,3008,7.847442751666667,450.1482,True,False
x64,128,7.845713276666666,1504.2234,True,False
x64,256,7.845414953333333,943.0385,True,False
x64,512,7.8452705966666665,663.8298,True,False
x64,1024,7.846300883333333,503.3469,True,False
x64,2048,7.846267846666667,464.8199,True,False
x64,3008,7.846828898333333,418.2115,True,False
arm64,128,7.846613315,1543.0475,True,False
arm64,256,7.845077506666667,964.053,True,False
arm64,512,7.845014381666667,711.7701,True,False
arm64,1024,7.84563766,537.6407,True,False
arm64,2048,7.84523937,465.3233,True,False
arm64,3008,7.845771131666667,438.0471,True,False
x64,128,7.845719921666666,1463.4874,True,False
x64,256,7.844972973333333,1002.1974,True,False
x64,512,7.845823366666667,589.1197,True,False
x64,1024,7.84467951,474.4397,True,False
x64,2048,7.844140085,454.995,True,False
x64,3008,7.844009076666667,423.3916,True,False
arm64,128,7.84399669,1611.9299,True,False
arm64,256,7.845148138333333,922.7314,True,False
arm64,512,7.844362866666667,701.2114,True,False
arm64,1024,7.844292325,505.7569,True,False
arm64,2048,7.843831615,447.0497,True,False
arm64,3008,7.84348512,432.5763,True,False
x64,128,7.84442127,1567.0675,True,False
x64,256,7.846351921666667,806.3391,True,False
x64,512,7.843066145,673.8897,True,False
x64,1024,7.844459275,487.1973,True,False
x64,2048,7.844709698333333,436.7367,True,False
x64,3008,7.844330605,430.1749,True,False
arm64,128,7.844530435,1507.3939,True,False
arm64,256,7.842783011666667,997.8319,True,False
arm64,512,7.844246011666667,658.8729,True,False
arm64,1024,7.843488915,519.6444,True,False
arm64,2048,7.84377145,459.633,True,False
arm64,3008,7.84404514,459.3314,True,False
x64,128,7.843144718333333,1601.992,True,False
x64,256,7.84367057,922.8005,True,False
x64,512,7.845725556666666,633.0852,True,False
x64,1024,7.845123245,504.5878,True,False
x64,2048,7.845411625,442.338,True,False
x64,3008,7.845544136666667,425.1389,True,False
arm64,128,7.84528435,1669.1299,True,False
arm64,256,7.848140966666667,942.9174,True,False
arm64,512,7.847035571666667,626.3871,True,False
arm64,1024,7.84648224,536.4782,True,False
arm64,2048,7.846603731666667,442.0217,True,False
arm64,3008,7.84613162,443.1715,True,False
x64,128,7.84564772,1526.9802,True,False
x64,256,7.844297551666667,914.974,True,False
x64,512,7.84425714,627.6834,True,False
x64,1024,7.843978098333333,487.945,True,False
x64,2048,7.8437611516666665,426.1075,True,False
x64,3008,7.8434899116666665,432.445,True,False
arm64,128,7.843586556666667,1552.169,True,False
arm64,256,7.841469336666667,1011.4766,True,False
arm64,512,7.84267875,648.417,True,False
arm64,1024,7.842919893333334,491.2249,True,False
arm64,2048,7.8422847283333335,436.0243,True,False
arm64,3008,7.842298925,430.2478,True,False
x64,128,7.8426836133333335,1514.3488,True,False
x64,256,7.842512865,886.4494,True,False
x64,512,7.842026863333333,621.4087,True,False
x64,1024,7.841925176666667,466.7788,True,False
x64,2048,7.841582148333333,416.4868,True,False
x64,3008,7.8412811583333335,439.6502,True,False
arm64,128,7.841457915,1572.0228,True,False
arm64,256,7.841852451666667,996.6308,True,False
arm64,512,7.841543323333333,695.1327,True,False
arm64,1024,7.842264203333333,551.4002,True,False
arm64,2048,7.843201415,442.2284,True,False
arm64,3008,7.843276498333333,442.048,True,False
x64,128,7.843509578333333,1557.5863,True,False
